test_data\images\DJI_0009_patch_00.JPG test_data\masks\DJI_0009_patch_00.JPG
test_data\images\DJI_1060_patch_11.JPG test_data\masks\DJI_1060_patch_11.JPG
test_data\images\DJI_1060_patch_12.JPG test_data\masks\DJI_1060_patch_12.JPG
test_data\images\DJI_1060_patch_13.JPG test_data\masks\DJI_1060_patch_13.JPG
test_data\images\DJI_1060_patch_14.JPG test_data\masks\DJI_1060_patch_14.JPG
test_data\images\DJI_1060_patch_15.JPG test_data\masks\DJI_1060_patch_15.JPG
test_data\images\DJI_1060_patch_16.JPG test_data\masks\DJI_1060_patch_16.JPG
test_data\images\DJI_1060_patch_20.JPG test_data\masks\DJI_1060_patch_20.JPG
test_data\images\DJI_1060_patch_21.JPG test_data\masks\DJI_1060_patch_21.JPG
test_data\images\DJI_1060_patch_22.JPG test_data\masks\DJI_1060_patch_22.JPG
test_data\images\DJI_1060_patch_23.JPG test_data\masks\DJI_1060_patch_23.JPG
test_data\images\DJI_1060_patch_24.JPG test_data\masks\DJI_1060_patch_24.JPG
test_data\images\DJI_1060_patch_25.JPG test_data\masks\DJI_1060_patch_25.JPG
test_data\images\DJI_1060_patch_26.JPG test_data\masks\DJI_1060_patch_26.JPG
test_data\images\DJI_1060_patch_30.JPG test_data\masks\DJI_1060_patch_30.JPG
test_data\images\DJI_1060_patch_31.JPG test_data\masks\DJI_1060_patch_31.JPG
test_data\images\DJI_1060_patch_32.JPG test_data\masks\DJI_1060_patch_32.JPG
test_data\images\DJI_1060_patch_33.JPG test_data\masks\DJI_1060_patch_33.JPG
test_data\images\DJI_1060_patch_34.JPG test_data\masks\DJI_1060_patch_34.JPG
test_data\images\DJI_1060_patch_35.JPG test_data\masks\DJI_1060_patch_35.JPG
test_data\images\DJI_1060_patch_36.JPG test_data\masks\DJI_1060_patch_36.JPG
test_data\images\DJI_1060_patch_40.JPG test_data\masks\DJI_1060_patch_40.JPG
test_data\images\DJI_1060_patch_41.JPG test_data\masks\DJI_1060_patch_41.JPG
test_data\images\DJI_1060_patch_42.JPG test_data\masks\DJI_1060_patch_42.JPG
test_data\images\DJI_1060_patch_43.JPG test_data\masks\DJI_1060_patch_43.JPG
test_data\images\DJI_1060_patch_44.JPG test_data\masks\DJI_1060_patch_44.JPG
test_data\images\DJI_1060_patch_45.JPG test_data\masks\DJI_1060_patch_45.JPG
test_data\images\DJI_1060_patch_46.JPG test_data\masks\DJI_1060_patch_46.JPG
test_data\images\DJI_1064_patch_00.JPG test_data\masks\DJI_1064_patch_00.JPG
test_data\images\DJI_1064_patch_01.JPG test_data\masks\DJI_1064_patch_01.JPG
test_data\images\DJI_1064_patch_02.JPG test_data\masks\DJI_1064_patch_02.JPG
test_data\images\DJI_1064_patch_03.JPG test_data\masks\DJI_1064_patch_03.JPG
test_data\images\DJI_1064_patch_04.JPG test_data\masks\DJI_1064_patch_04.JPG
test_data\images\DJI_1064_patch_05.JPG test_data\masks\DJI_1064_patch_05.JPG
test_data\images\DJI_1064_patch_06.JPG test_data\masks\DJI_1064_patch_06.JPG
test_data\images\DJI_1064_patch_10.JPG test_data\masks\DJI_1064_patch_10.JPG
test_data\images\DJI_1064_patch_11.JPG test_data\masks\DJI_1064_patch_11.JPG
test_data\images\DJI_1064_patch_12.JPG test_data\masks\DJI_1064_patch_12.JPG
test_data\images\DJI_1064_patch_13.JPG test_data\masks\DJI_1064_patch_13.JPG
test_data\images\DJI_1064_patch_14.JPG test_data\masks\DJI_1064_patch_14.JPG
test_data\images\DJI_1064_patch_15.JPG test_data\masks\DJI_1064_patch_15.JPG
test_data\images\DJI_1064_patch_16.JPG test_data\masks\DJI_1064_patch_16.JPG
test_data\images\DJI_1064_patch_20.JPG test_data\masks\DJI_1064_patch_20.JPG
test_data\images\DJI_1064_patch_21.JPG test_data\masks\DJI_1064_patch_21.JPG
test_data\images\DJI_1064_patch_22.JPG test_data\masks\DJI_1064_patch_22.JPG
test_data\images\DJI_1064_patch_23.JPG test_data\masks\DJI_1064_patch_23.JPG
test_data\images\DJI_1064_patch_24.JPG test_data\masks\DJI_1064_patch_24.JPG
test_data\images\DJI_1064_patch_25.JPG test_data\masks\DJI_1064_patch_25.JPG
test_data\images\DJI_1064_patch_26.JPG test_data\masks\DJI_1064_patch_26.JPG
test_data\images\DJI_1064_patch_30.JPG test_data\masks\DJI_1064_patch_30.JPG
test_data\images\DJI_1064_patch_31.JPG test_data\masks\DJI_1064_patch_31.JPG
test_data\images\DJI_1064_patch_32.JPG test_data\masks\DJI_1064_patch_32.JPG
test_data\images\DJI_1064_patch_33.JPG test_data\masks\DJI_1064_patch_33.JPG
test_data\images\DJI_1064_patch_34.JPG test_data\masks\DJI_1064_patch_34.JPG
test_data\images\DJI_1064_patch_35.JPG test_data\masks\DJI_1064_patch_35.JPG
test_data\images\DJI_1064_patch_36.JPG test_data\masks\DJI_1064_patch_36.JPG
test_data\images\DJI_1064_patch_40.JPG test_data\masks\DJI_1064_patch_40.JPG
test_data\images\DJI_1064_patch_41.JPG test_data\masks\DJI_1064_patch_41.JPG
test_data\images\DJI_1064_patch_42.JPG test_data\masks\DJI_1064_patch_42.JPG
test_data\images\DJI_1064_patch_43.JPG test_data\masks\DJI_1064_patch_43.JPG
test_data\images\DJI_1064_patch_44.JPG test_data\masks\DJI_1064_patch_44.JPG
test_data\images\DJI_1064_patch_45.JPG test_data\masks\DJI_1064_patch_45.JPG
test_data\images\DJI_1064_patch_46.JPG test_data\masks\DJI_1064_patch_46.JPG
test_data\images\DJI_1068_patch_00.JPG test_data\masks\DJI_1068_patch_00.JPG
test_data\images\DJI_1068_patch_01.JPG test_data\masks\DJI_1068_patch_01.JPG
test_data\images\DJI_1068_patch_02.JPG test_data\masks\DJI_1068_patch_02.JPG
test_data\images\DJI_1068_patch_03.JPG test_data\masks\DJI_1068_patch_03.JPG
test_data\images\DJI_1068_patch_04.JPG test_data\masks\DJI_1068_patch_04.JPG
test_data\images\DJI_1068_patch_05.JPG test_data\masks\DJI_1068_patch_05.JPG
test_data\images\DJI_1068_patch_06.JPG test_data\masks\DJI_1068_patch_06.JPG
test_data\images\DJI_1068_patch_10.JPG test_data\masks\DJI_1068_patch_10.JPG
test_data\images\DJI_1068_patch_11.JPG test_data\masks\DJI_1068_patch_11.JPG
test_data\images\DJI_1068_patch_12.JPG test_data\masks\DJI_1068_patch_12.JPG
test_data\images\DJI_1068_patch_13.JPG test_data\masks\DJI_1068_patch_13.JPG
test_data\images\DJI_1068_patch_14.JPG test_data\masks\DJI_1068_patch_14.JPG
test_data\images\DJI_1068_patch_15.JPG test_data\masks\DJI_1068_patch_15.JPG
test_data\images\DJI_1068_patch_16.JPG test_data\masks\DJI_1068_patch_16.JPG
test_data\images\DJI_1068_patch_20.JPG test_data\masks\DJI_1068_patch_20.JPG
test_data\images\DJI_1068_patch_21.JPG test_data\masks\DJI_1068_patch_21.JPG
test_data\images\DJI_1068_patch_22.JPG test_data\masks\DJI_1068_patch_22.JPG
test_data\images\DJI_1068_patch_23.JPG test_data\masks\DJI_1068_patch_23.JPG
test_data\images\DJI_1068_patch_24.JPG test_data\masks\DJI_1068_patch_24.JPG
test_data\images\DJI_1068_patch_25.JPG test_data\masks\DJI_1068_patch_25.JPG
test_data\images\DJI_1068_patch_26.JPG test_data\masks\DJI_1068_patch_26.JPG
test_data\images\DJI_1068_patch_30.JPG test_data\masks\DJI_1068_patch_30.JPG
test_data\images\DJI_1068_patch_31.JPG test_data\masks\DJI_1068_patch_31.JPG
test_data\images\DJI_1068_patch_32.JPG test_data\masks\DJI_1068_patch_32.JPG
test_data\images\DJI_1068_patch_33.JPG test_data\masks\DJI_1068_patch_33.JPG
test_data\images\DJI_1068_patch_34.JPG test_data\masks\DJI_1068_patch_34.JPG
test_data\images\DJI_1068_patch_35.JPG test_data\masks\DJI_1068_patch_35.JPG
test_data\images\DJI_1068_patch_36.JPG test_data\masks\DJI_1068_patch_36.JPG
test_data\images\DJI_1068_patch_40.JPG test_data\masks\DJI_1068_patch_40.JPG
test_data\images\DJI_1068_patch_41.JPG test_data\masks\DJI_1068_patch_41.JPG
test_data\images\DJI_1068_patch_42.JPG test_data\masks\DJI_1068_patch_42.JPG
test_data\images\DJI_1068_patch_43.JPG test_data\masks\DJI_1068_patch_43.JPG
test_data\images\DJI_1068_patch_44.JPG test_data\masks\DJI_1068_patch_44.JPG
test_data\images\DJI_1068_patch_45.JPG test_data\masks\DJI_1068_patch_45.JPG
test_data\images\DJI_1068_patch_46.JPG test_data\masks\DJI_1068_patch_46.JPG
