train_data\images\DJI_0008_patch_00.jpg train_data\masks\DJI_0008_patch_00.png
train_data\images\DJI_0021_patch_23.jpg train_data\masks\DJI_0021_patch_23.png
train_data\images\DJI_0021_patch_24.jpg train_data\masks\DJI_0021_patch_24.png
train_data\images\DJI_0021_patch_25.jpg train_data\masks\DJI_0021_patch_25.png
train_data\images\DJI_0021_patch_26.jpg train_data\masks\DJI_0021_patch_26.png
train_data\images\DJI_0021_patch_30.jpg train_data\masks\DJI_0021_patch_30.png
train_data\images\DJI_0021_patch_31.jpg train_data\masks\DJI_0021_patch_31.png
train_data\images\DJI_0021_patch_32.jpg train_data\masks\DJI_0021_patch_32.png
train_data\images\DJI_0021_patch_33.jpg train_data\masks\DJI_0021_patch_33.png
train_data\images\DJI_0021_patch_34.jpg train_data\masks\DJI_0021_patch_34.png
train_data\images\DJI_0021_patch_35.jpg train_data\masks\DJI_0021_patch_35.png
train_data\images\DJI_0021_patch_36.jpg train_data\masks\DJI_0021_patch_36.png
train_data\images\DJI_0021_patch_40.jpg train_data\masks\DJI_0021_patch_40.png
train_data\images\DJI_0021_patch_41.jpg train_data\masks\DJI_0021_patch_41.png
train_data\images\DJI_0021_patch_42.jpg train_data\masks\DJI_0021_patch_42.png
train_data\images\DJI_0021_patch_43.jpg train_data\masks\DJI_0021_patch_43.png
train_data\images\DJI_0021_patch_44.jpg train_data\masks\DJI_0021_patch_44.png
train_data\images\DJI_0021_patch_45.jpg train_data\masks\DJI_0021_patch_45.png
train_data\images\DJI_0021_patch_46.jpg train_data\masks\DJI_0021_patch_46.png
train_data\images\DJI_0022_patch_00.jpg train_data\masks\DJI_0022_patch_00.png
train_data\images\DJI_0022_patch_01.jpg train_data\masks\DJI_0022_patch_01.png
train_data\images\DJI_0022_patch_02.jpg train_data\masks\DJI_0022_patch_02.png
train_data\images\DJI_0022_patch_03.jpg train_data\masks\DJI_0022_patch_03.png
train_data\images\DJI_0022_patch_04.jpg train_data\masks\DJI_0022_patch_04.png
train_data\images\DJI_0022_patch_05.jpg train_data\masks\DJI_0022_patch_05.png
train_data\images\DJI_0022_patch_06.jpg train_data\masks\DJI_0022_patch_06.png
train_data\images\DJI_0022_patch_10.jpg train_data\masks\DJI_0022_patch_10.png
train_data\images\DJI_0022_patch_11.jpg train_data\masks\DJI_0022_patch_11.png
train_data\images\DJI_0022_patch_12.jpg train_data\masks\DJI_0022_patch_12.png
train_data\images\DJI_0022_patch_13.jpg train_data\masks\DJI_0022_patch_13.png
train_data\images\DJI_0022_patch_14.jpg train_data\masks\DJI_0022_patch_14.png
train_data\images\DJI_0022_patch_15.jpg train_data\masks\DJI_0022_patch_15.png
train_data\images\DJI_0022_patch_16.jpg train_data\masks\DJI_0022_patch_16.png
train_data\images\DJI_0022_patch_20.jpg train_data\masks\DJI_0022_patch_20.png
train_data\images\DJI_0022_patch_21.jpg train_data\masks\DJI_0022_patch_21.png
train_data\images\DJI_0022_patch_22.jpg train_data\masks\DJI_0022_patch_22.png
train_data\images\DJI_0022_patch_23.jpg train_data\masks\DJI_0022_patch_23.png
train_data\images\DJI_0022_patch_24.jpg train_data\masks\DJI_0022_patch_24.png
train_data\images\DJI_0022_patch_25.jpg train_data\masks\DJI_0022_patch_25.png
train_data\images\DJI_0022_patch_26.jpg train_data\masks\DJI_0022_patch_26.png
train_data\images\DJI_0022_patch_30.jpg train_data\masks\DJI_0022_patch_30.png
train_data\images\DJI_0022_patch_31.jpg train_data\masks\DJI_0022_patch_31.png
train_data\images\DJI_0022_patch_32.jpg train_data\masks\DJI_0022_patch_32.png
train_data\images\DJI_0022_patch_33.jpg train_data\masks\DJI_0022_patch_33.png
train_data\images\DJI_0022_patch_34.jpg train_data\masks\DJI_0022_patch_34.png
train_data\images\DJI_0022_patch_35.jpg train_data\masks\DJI_0022_patch_35.png
train_data\images\DJI_0022_patch_36.jpg train_data\masks\DJI_0022_patch_36.png
train_data\images\DJI_0022_patch_40.jpg train_data\masks\DJI_0022_patch_40.png
train_data\images\DJI_0022_patch_41.jpg train_data\masks\DJI_0022_patch_41.png
train_data\images\DJI_0022_patch_42.jpg train_data\masks\DJI_0022_patch_42.png
train_data\images\DJI_0022_patch_43.jpg train_data\masks\DJI_0022_patch_43.png
train_data\images\DJI_0022_patch_44.jpg train_data\masks\DJI_0022_patch_44.png
train_data\images\DJI_0022_patch_45.jpg train_data\masks\DJI_0022_patch_45.png
train_data\images\DJI_0022_patch_46.jpg train_data\masks\DJI_0022_patch_46.png
train_data\images\DJI_0025_patch_00.jpg train_data\masks\DJI_0025_patch_00.png
train_data\images\DJI_0025_patch_01.jpg train_data\masks\DJI_0025_patch_01.png
train_data\images\DJI_0025_patch_02.jpg train_data\masks\DJI_0025_patch_02.png
train_data\images\DJI_0025_patch_03.jpg train_data\masks\DJI_0025_patch_03.png
train_data\images\DJI_0025_patch_04.jpg train_data\masks\DJI_0025_patch_04.png
train_data\images\DJI_0025_patch_05.jpg train_data\masks\DJI_0025_patch_05.png
train_data\images\DJI_0025_patch_06.jpg train_data\masks\DJI_0025_patch_06.png
train_data\images\DJI_0025_patch_10.jpg train_data\masks\DJI_0025_patch_10.png
train_data\images\DJI_0025_patch_11.jpg train_data\masks\DJI_0025_patch_11.png
train_data\images\DJI_0025_patch_12.jpg train_data\masks\DJI_0025_patch_12.png
train_data\images\DJI_0025_patch_13.jpg train_data\masks\DJI_0025_patch_13.png
train_data\images\DJI_0025_patch_14.jpg train_data\masks\DJI_0025_patch_14.png
train_data\images\DJI_0025_patch_15.jpg train_data\masks\DJI_0025_patch_15.png
train_data\images\DJI_0025_patch_16.jpg train_data\masks\DJI_0025_patch_16.png
train_data\images\DJI_0025_patch_20.jpg train_data\masks\DJI_0025_patch_20.png
train_data\images\DJI_0025_patch_21.jpg train_data\masks\DJI_0025_patch_21.png
train_data\images\DJI_0025_patch_22.jpg train_data\masks\DJI_0025_patch_22.png
train_data\images\DJI_0025_patch_23.jpg train_data\masks\DJI_0025_patch_23.png
train_data\images\DJI_0025_patch_24.jpg train_data\masks\DJI_0025_patch_24.png
train_data\images\DJI_0025_patch_25.jpg train_data\masks\DJI_0025_patch_25.png
train_data\images\DJI_0025_patch_26.jpg train_data\masks\DJI_0025_patch_26.png
train_data\images\DJI_0025_patch_30.jpg train_data\masks\DJI_0025_patch_30.png
train_data\images\DJI_0025_patch_31.jpg train_data\masks\DJI_0025_patch_31.png
train_data\images\DJI_0025_patch_32.jpg train_data\masks\DJI_0025_patch_32.png
train_data\images\DJI_0025_patch_33.jpg train_data\masks\DJI_0025_patch_33.png
train_data\images\DJI_0025_patch_34.jpg train_data\masks\DJI_0025_patch_34.png
train_data\images\DJI_0025_patch_35.jpg train_data\masks\DJI_0025_patch_35.png
train_data\images\DJI_0025_patch_36.jpg train_data\masks\DJI_0025_patch_36.png
train_data\images\DJI_0025_patch_40.jpg train_data\masks\DJI_0025_patch_40.png
train_data\images\DJI_0025_patch_41.jpg train_data\masks\DJI_0025_patch_41.png
train_data\images\DJI_0025_patch_42.jpg train_data\masks\DJI_0025_patch_42.png
train_data\images\DJI_0025_patch_43.jpg train_data\masks\DJI_0025_patch_43.png
train_data\images\DJI_0025_patch_44.jpg train_data\masks\DJI_0025_patch_44.png
train_data\images\DJI_0025_patch_45.jpg train_data\masks\DJI_0025_patch_45.png
train_data\images\DJI_0025_patch_46.jpg train_data\masks\DJI_0025_patch_46.png
train_data\images\DJI_0026_patch_00.jpg train_data\masks\DJI_0026_patch_00.png
train_data\images\DJI_0026_patch_01.jpg train_data\masks\DJI_0026_patch_01.png
train_data\images\DJI_0026_patch_02.jpg train_data\masks\DJI_0026_patch_02.png
train_data\images\DJI_0026_patch_03.jpg train_data\masks\DJI_0026_patch_03.png
train_data\images\DJI_0026_patch_04.jpg train_data\masks\DJI_0026_patch_04.png
train_data\images\DJI_0026_patch_05.jpg train_data\masks\DJI_0026_patch_05.png
train_data\images\DJI_0026_patch_06.jpg train_data\masks\DJI_0026_patch_06.png
train_data\images\DJI_0026_patch_10.jpg train_data\masks\DJI_0026_patch_10.png
train_data\images\DJI_0026_patch_11.jpg train_data\masks\DJI_0026_patch_11.png
train_data\images\DJI_0026_patch_12.jpg train_data\masks\DJI_0026_patch_12.png
train_data\images\DJI_0026_patch_13.jpg train_data\masks\DJI_0026_patch_13.png
train_data\images\DJI_0026_patch_14.jpg train_data\masks\DJI_0026_patch_14.png
train_data\images\DJI_0026_patch_15.jpg train_data\masks\DJI_0026_patch_15.png
train_data\images\DJI_0026_patch_16.jpg train_data\masks\DJI_0026_patch_16.png
train_data\images\DJI_0026_patch_20.jpg train_data\masks\DJI_0026_patch_20.png
train_data\images\DJI_0026_patch_21.jpg train_data\masks\DJI_0026_patch_21.png
train_data\images\DJI_0026_patch_22.jpg train_data\masks\DJI_0026_patch_22.png
train_data\images\DJI_0026_patch_23.jpg train_data\masks\DJI_0026_patch_23.png
train_data\images\DJI_0026_patch_24.jpg train_data\masks\DJI_0026_patch_24.png
train_data\images\DJI_0026_patch_25.jpg train_data\masks\DJI_0026_patch_25.png
train_data\images\DJI_0026_patch_26.jpg train_data\masks\DJI_0026_patch_26.png
train_data\images\DJI_0026_patch_30.jpg train_data\masks\DJI_0026_patch_30.png
train_data\images\DJI_0026_patch_31.jpg train_data\masks\DJI_0026_patch_31.png
train_data\images\DJI_0026_patch_32.jpg train_data\masks\DJI_0026_patch_32.png
train_data\images\DJI_0026_patch_33.jpg train_data\masks\DJI_0026_patch_33.png
train_data\images\DJI_0026_patch_34.jpg train_data\masks\DJI_0026_patch_34.png
train_data\images\DJI_0026_patch_35.jpg train_data\masks\DJI_0026_patch_35.png
train_data\images\DJI_0026_patch_36.jpg train_data\masks\DJI_0026_patch_36.png
train_data\images\DJI_0026_patch_40.jpg train_data\masks\DJI_0026_patch_40.png
train_data\images\DJI_0026_patch_41.jpg train_data\masks\DJI_0026_patch_41.png
train_data\images\DJI_0026_patch_42.jpg train_data\masks\DJI_0026_patch_42.png
train_data\images\DJI_0026_patch_43.jpg train_data\masks\DJI_0026_patch_43.png
train_data\images\DJI_0026_patch_44.jpg train_data\masks\DJI_0026_patch_44.png
train_data\images\DJI_0026_patch_45.jpg train_data\masks\DJI_0026_patch_45.png
train_data\images\DJI_0026_patch_46.jpg train_data\masks\DJI_0026_patch_46.png
train_data\images\DJI_0027_patch_00.jpg train_data\masks\DJI_0027_patch_00.png
train_data\images\DJI_0027_patch_01.jpg train_data\masks\DJI_0027_patch_01.png
train_data\images\DJI_0027_patch_02.jpg train_data\masks\DJI_0027_patch_02.png
train_data\images\DJI_0027_patch_03.jpg train_data\masks\DJI_0027_patch_03.png
train_data\images\DJI_0027_patch_04.jpg train_data\masks\DJI_0027_patch_04.png
train_data\images\DJI_0027_patch_05.jpg train_data\masks\DJI_0027_patch_05.png
train_data\images\DJI_0027_patch_06.jpg train_data\masks\DJI_0027_patch_06.png
train_data\images\DJI_0027_patch_10.jpg train_data\masks\DJI_0027_patch_10.png
train_data\images\DJI_0027_patch_11.jpg train_data\masks\DJI_0027_patch_11.png
train_data\images\DJI_0027_patch_12.jpg train_data\masks\DJI_0027_patch_12.png
train_data\images\DJI_0027_patch_13.jpg train_data\masks\DJI_0027_patch_13.png
train_data\images\DJI_0027_patch_14.jpg train_data\masks\DJI_0027_patch_14.png
train_data\images\DJI_0027_patch_15.jpg train_data\masks\DJI_0027_patch_15.png
train_data\images\DJI_0027_patch_16.jpg train_data\masks\DJI_0027_patch_16.png
train_data\images\DJI_0027_patch_20.jpg train_data\masks\DJI_0027_patch_20.png
train_data\images\DJI_0027_patch_21.jpg train_data\masks\DJI_0027_patch_21.png
train_data\images\DJI_0027_patch_22.jpg train_data\masks\DJI_0027_patch_22.png
train_data\images\DJI_0027_patch_23.jpg train_data\masks\DJI_0027_patch_23.png
train_data\images\DJI_0027_patch_24.jpg train_data\masks\DJI_0027_patch_24.png
train_data\images\DJI_0027_patch_25.jpg train_data\masks\DJI_0027_patch_25.png
train_data\images\DJI_0027_patch_26.jpg train_data\masks\DJI_0027_patch_26.png
train_data\images\DJI_0027_patch_30.jpg train_data\masks\DJI_0027_patch_30.png
train_data\images\DJI_0027_patch_31.jpg train_data\masks\DJI_0027_patch_31.png
train_data\images\DJI_0027_patch_32.jpg train_data\masks\DJI_0027_patch_32.png
train_data\images\DJI_0027_patch_33.jpg train_data\masks\DJI_0027_patch_33.png
train_data\images\DJI_0027_patch_34.jpg train_data\masks\DJI_0027_patch_34.png
train_data\images\DJI_0027_patch_35.jpg train_data\masks\DJI_0027_patch_35.png
train_data\images\DJI_0027_patch_36.jpg train_data\masks\DJI_0027_patch_36.png
train_data\images\DJI_0027_patch_40.jpg train_data\masks\DJI_0027_patch_40.png
train_data\images\DJI_0027_patch_41.jpg train_data\masks\DJI_0027_patch_41.png
train_data\images\DJI_0027_patch_42.jpg train_data\masks\DJI_0027_patch_42.png
train_data\images\DJI_0027_patch_43.jpg train_data\masks\DJI_0027_patch_43.png
train_data\images\DJI_0027_patch_44.jpg train_data\masks\DJI_0027_patch_44.png
train_data\images\DJI_0027_patch_45.jpg train_data\masks\DJI_0027_patch_45.png
train_data\images\DJI_0027_patch_46.jpg train_data\masks\DJI_0027_patch_46.png
train_data\images\DJI_0028_patch_00.jpg train_data\masks\DJI_0028_patch_00.png
train_data\images\DJI_0028_patch_01.jpg train_data\masks\DJI_0028_patch_01.png
train_data\images\DJI_0028_patch_02.jpg train_data\masks\DJI_0028_patch_02.png
train_data\images\DJI_0028_patch_03.jpg train_data\masks\DJI_0028_patch_03.png
train_data\images\DJI_0028_patch_04.jpg train_data\masks\DJI_0028_patch_04.png
train_data\images\DJI_0028_patch_05.jpg train_data\masks\DJI_0028_patch_05.png
train_data\images\DJI_0028_patch_06.jpg train_data\masks\DJI_0028_patch_06.png
train_data\images\DJI_0028_patch_10.jpg train_data\masks\DJI_0028_patch_10.png
train_data\images\DJI_0028_patch_11.jpg train_data\masks\DJI_0028_patch_11.png
train_data\images\DJI_0028_patch_12.jpg train_data\masks\DJI_0028_patch_12.png
train_data\images\DJI_0028_patch_13.jpg train_data\masks\DJI_0028_patch_13.png
train_data\images\DJI_0028_patch_14.jpg train_data\masks\DJI_0028_patch_14.png
train_data\images\DJI_0028_patch_15.jpg train_data\masks\DJI_0028_patch_15.png
train_data\images\DJI_0028_patch_16.jpg train_data\masks\DJI_0028_patch_16.png
train_data\images\DJI_0028_patch_20.jpg train_data\masks\DJI_0028_patch_20.png
train_data\images\DJI_0028_patch_21.jpg train_data\masks\DJI_0028_patch_21.png
train_data\images\DJI_0028_patch_22.jpg train_data\masks\DJI_0028_patch_22.png
train_data\images\DJI_0028_patch_23.jpg train_data\masks\DJI_0028_patch_23.png
train_data\images\DJI_0028_patch_24.jpg train_data\masks\DJI_0028_patch_24.png
train_data\images\DJI_0028_patch_25.jpg train_data\masks\DJI_0028_patch_25.png
train_data\images\DJI_0028_patch_26.jpg train_data\masks\DJI_0028_patch_26.png
train_data\images\DJI_0028_patch_30.jpg train_data\masks\DJI_0028_patch_30.png
train_data\images\DJI_0028_patch_31.jpg train_data\masks\DJI_0028_patch_31.png
train_data\images\DJI_0028_patch_32.jpg train_data\masks\DJI_0028_patch_32.png
train_data\images\DJI_0028_patch_33.jpg train_data\masks\DJI_0028_patch_33.png
train_data\images\DJI_0028_patch_34.jpg train_data\masks\DJI_0028_patch_34.png
train_data\images\DJI_0028_patch_35.jpg train_data\masks\DJI_0028_patch_35.png
train_data\images\DJI_0028_patch_36.jpg train_data\masks\DJI_0028_patch_36.png
train_data\images\DJI_0028_patch_40.jpg train_data\masks\DJI_0028_patch_40.png
train_data\images\DJI_0028_patch_41.jpg train_data\masks\DJI_0028_patch_41.png
train_data\images\DJI_0028_patch_42.jpg train_data\masks\DJI_0028_patch_42.png
train_data\images\DJI_0028_patch_43.jpg train_data\masks\DJI_0028_patch_43.png
train_data\images\DJI_0028_patch_44.jpg train_data\masks\DJI_0028_patch_44.png
train_data\images\DJI_0028_patch_45.jpg train_data\masks\DJI_0028_patch_45.png
train_data\images\DJI_0028_patch_46.jpg train_data\masks\DJI_0028_patch_46.png
train_data\images\DJI_0029_patch_00.jpg train_data\masks\DJI_0029_patch_00.png
train_data\images\DJI_0029_patch_01.jpg train_data\masks\DJI_0029_patch_01.png
train_data\images\DJI_0029_patch_02.jpg train_data\masks\DJI_0029_patch_02.png
train_data\images\DJI_0029_patch_03.jpg train_data\masks\DJI_0029_patch_03.png
train_data\images\DJI_0029_patch_04.jpg train_data\masks\DJI_0029_patch_04.png
train_data\images\DJI_0029_patch_05.jpg train_data\masks\DJI_0029_patch_05.png
train_data\images\DJI_0029_patch_06.jpg train_data\masks\DJI_0029_patch_06.png
train_data\images\DJI_0029_patch_10.jpg train_data\masks\DJI_0029_patch_10.png
train_data\images\DJI_0029_patch_11.jpg train_data\masks\DJI_0029_patch_11.png
train_data\images\DJI_0029_patch_12.jpg train_data\masks\DJI_0029_patch_12.png
train_data\images\DJI_0029_patch_13.jpg train_data\masks\DJI_0029_patch_13.png
train_data\images\DJI_0029_patch_14.jpg train_data\masks\DJI_0029_patch_14.png
train_data\images\DJI_0029_patch_15.jpg train_data\masks\DJI_0029_patch_15.png
train_data\images\DJI_0029_patch_16.jpg train_data\masks\DJI_0029_patch_16.png
train_data\images\DJI_0029_patch_20.jpg train_data\masks\DJI_0029_patch_20.png
train_data\images\DJI_0029_patch_21.jpg train_data\masks\DJI_0029_patch_21.png
train_data\images\DJI_0029_patch_22.jpg train_data\masks\DJI_0029_patch_22.png
train_data\images\DJI_0029_patch_23.jpg train_data\masks\DJI_0029_patch_23.png
train_data\images\DJI_0029_patch_24.jpg train_data\masks\DJI_0029_patch_24.png
train_data\images\DJI_0029_patch_25.jpg train_data\masks\DJI_0029_patch_25.png
train_data\images\DJI_0029_patch_26.jpg train_data\masks\DJI_0029_patch_26.png
train_data\images\DJI_0029_patch_30.jpg train_data\masks\DJI_0029_patch_30.png
train_data\images\DJI_0029_patch_31.jpg train_data\masks\DJI_0029_patch_31.png
train_data\images\DJI_0029_patch_32.jpg train_data\masks\DJI_0029_patch_32.png
train_data\images\DJI_0029_patch_33.jpg train_data\masks\DJI_0029_patch_33.png
train_data\images\DJI_0029_patch_34.jpg train_data\masks\DJI_0029_patch_34.png
train_data\images\DJI_0029_patch_35.jpg train_data\masks\DJI_0029_patch_35.png
train_data\images\DJI_0029_patch_36.jpg train_data\masks\DJI_0029_patch_36.png
train_data\images\DJI_0029_patch_40.jpg train_data\masks\DJI_0029_patch_40.png
train_data\images\DJI_0029_patch_41.jpg train_data\masks\DJI_0029_patch_41.png
train_data\images\DJI_0029_patch_42.jpg train_data\masks\DJI_0029_patch_42.png
train_data\images\DJI_0029_patch_43.jpg train_data\masks\DJI_0029_patch_43.png
train_data\images\DJI_0029_patch_44.jpg train_data\masks\DJI_0029_patch_44.png
train_data\images\DJI_0029_patch_45.jpg train_data\masks\DJI_0029_patch_45.png
train_data\images\DJI_0029_patch_46.jpg train_data\masks\DJI_0029_patch_46.png
train_data\images\DJI_0030_patch_00.jpg train_data\masks\DJI_0030_patch_00.png
train_data\images\DJI_0030_patch_01.jpg train_data\masks\DJI_0030_patch_01.png
train_data\images\DJI_0030_patch_02.jpg train_data\masks\DJI_0030_patch_02.png
